sizing_mean,sizing_min,sizing_max,sizing_std,deltas_mean,deltas_min,deltas_max,deltas_std,fin,syn,rst,ack,psh,urg,packet_count,label
60.0,60.0,60.0,0.0,2.300261974334717,2.300261974334717,2.300261974334717,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,1
40.0,40.0,40.0,0.0,0.16568200561351437,2.86102294921875e-06,162.2582938671112,3.266760728342564,0.0,0.0,0.0,2485.0,0.0,0.0,2485,1
54.4,40.0,60.0,7.83836717690617,0.9925980038113065,1.0013580322265625e-05,3.759592056274414,1.2012444708542844,1.0,6.0,2.0,2.0,0.0,0.0,10,1
60.0,60.0,60.0,0.0,25.80816102027893,1.6624610424041748,49.95386099815369,24.145699977874756,0.0,3.0,0.0,0.0,0.0,0.0,3,1
212.33333333333334,40.0,537.0,229.7191522030518,1.1667684316635132,0.7886660099029541,1.5448708534240723,0.3781024217605591,0.0,1.0,1.0,1.0,1.0,0.0,3,0
59.625,40.0,80.0,11.847336198487827,0.06618039069637176,5.9604644775390625e-06,0.8210890293121338,0.15246777766108144,0.0,0.0,0.0,32.0,0.0,0.0,32,0
1426.0,1426.0,1426.0,0.0,0.006420005343983842,5.9604644775390625e-06,0.08804988861083984,0.009263624544338985,0.0,0.0,0.0,404.0,7.0,0.0,404,0
1426.0,1426.0,1426.0,0.0,0.025248519917751882,5.9604644775390625e-06,0.3686180114746094,0.05784996678350911,0.0,0.0,0.0,95.0,3.0,0.0,95,0
1523.5333333333333,1500.0,1853.0,88.05367050208008,0.0033998659678867887,4.8160552978515625e-05,0.01147317886352539,0.0038174000806703036,0.0,0.0,0.0,15.0,0.0,0.0,15,0
1680.2201257861636,1500.0,3313.0,454.6893838890103,0.011040740375277362,4.0531158447265625e-06,0.12145113945007324,0.03335769091488132,0.0,0.0,0.0,159.0,0.0,0.0,159,0
1255.0,638.0,1671.0,445.0265909658283,0.6421294212341309,0.362001895904541,0.9222569465637207,0.28012752532958984,0.0,0.0,0.0,3.0,1.0,0.0,3,0
52.0,52.0,52.0,0.0,1.3484530448913574,1.3484530448913574,1.3484530448913574,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0
77.5,52.0,103.0,25.5,0.19785213470458984,0.19785213470458984,0.19785213470458984,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2,0
1231.5645161290322,52.0,1500.0,562.5197952349921,0.01037227093932117,1.0013580322265625e-05,0.0748450756072998,0.012161345929601546,0.0,0.0,0.0,248.0,0.0,0.0,248,0
46.0,40.0,52.0,6.0,0.29961204528808594,0.29961204528808594,0.29961204528808594,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2,0
1488.0,1488.0,1488.0,0.0,0.5220280289649963,0.04986405372619629,0.8529419898986816,0.343141985737907,0.0,0.0,0.0,5.0,0.0,0.0,5,0
1426.0,1426.0,1426.0,0.0,0.028038183848063152,0.0009758472442626953,0.1496739387512207,0.05443117289465709,0.0,0.0,0.0,7.0,0.0,0.0,7,0
1340.0,1340.0,1340.0,0.0,2.5033950805664062e-05,2.5033950805664062e-05,2.5033950805664062e-05,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0
1500.0,1500.0,1500.0,0.0,0.3495945930480957,0.005352020263671875,0.8822109699249268,0.33819490730875734,0.0,0.0,0.0,8.0,0.0,0.0,8,0
40.0,40.0,40.0,0.0,0.5089778900146484,0.5089778900146484,0.5089778900146484,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2,0
776.0,52.0,1500.0,724.0,0.45523500442504883,0.45523500442504883,0.45523500442504883,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0
789.5,40.0,1539.0,749.5,0.00719904899597168,0.00719904899597168,0.00719904899597168,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0
542.6666666666666,60.0,1500.0,676.9447704371622,0.0368039608001709,0.00164794921875,0.0719599723815918,0.0351560115814209,0.0,0.0,0.0,3.0,0.0,0.0,3,0
1174.375,40.0,1500.0,569.4703542547232,0.33246871403285433,0.061821937561035156,0.9752299785614014,0.3198753087577783,0.0,0.0,0.0,8.0,1.0,0.0,8,0
1426.0,1426.0,1426.0,0.0,0.0035723447799682617,1.71661376953125e-05,0.017508983612060547,0.005396838927338398,0.0,0.0,0.0,13.0,0.0,0.0,13,0
1059.1052631578948,40.0,1500.0,669.3049336310211,0.03188426653544108,1.2159347534179688e-05,0.12127304077148438,0.030308129392297836,0.0,0.0,0.0,76.0,0.0,0.0,76,0
770.0,40.0,1500.0,730.0,0.006165981292724609,0.006165981292724609,0.006165981292724609,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0
52.0,52.0,52.0,0.0,0.16102099418640137,0.16102099418640137,0.16102099418640137,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2,0
733.0,40.0,1426.0,693.0,0.024326086044311523,0.024326086044311523,0.024326086044311523,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0
183.5,149.0,218.0,34.5,0.00017714500427246094,0.00017714500427246094,0.00017714500427246094,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2,0
567.2,52.0,1340.0,630.9885577409466,0.14432001113891602,2.8133392333984375e-05,0.30316591262817383,0.11754043204400104,0.0,0.0,0.0,5.0,0.0,0.0,5,0
52.0,52.0,52.0,0.0,0.012133121490478516,0.012133121490478516,0.012133121490478516,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,0
294.0,52.0,536.0,242.0,0.0035371780395507812,0.0035371780395507812,0.0035371780395507812,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2,0
